Date,/r/all,/r/politics,/r/the_donald,/r/space,/r/all moving average,/r/politics moving average,/r/the_donald moving average,/r/space moving average
2016/01/01,0.0005605266813142418,0,0,-0.013811317090395478,0.0005605266813142418,0.0,0.0,-0.013811317090395478
2016/01/08,0.0004977844539053264,0,0,0.020292625514403292,0.0005291555676097842,0.0,0.0,0.0032406542120039074
2016/01/15,0.00026787349238758244,0,0,0.00826671597633136,0.0004420615425357169,0.0,0.0,0.0049160081334463914
2016/01/22,0.0005208215328247845,0,0,0.02043715277777778,0.0004617515401079838,0.0,0.0,0.00879629429452924
2016/01/29,0.00015260978331151488,0.044840058479532166,0,-0.003214935064935062,0.00039992318874868996,0.008968011695906433,0.0,0.006394048422636379
2016/02/05,0.0003343842874647313,0,0,0,0.0003890000385346969,0.007473343079922028,0.0,0.0053283736855303165
2016/02/12,0.00021083026938277782,0,0,0,0.000363547214370137,0.006405722639933166,0.0,0.004567177444740271
2016/02/19,0.00015239679105734193,0.03505092592592593,0,0,0.0003371534114560376,0.009986373050682262,0.0,0.003996280264147737
2016/02/26,0.0006340842087174222,0,0,0,0.00037014572226285814,0.0088767760450509,0.0,0.0035522491236868775
2016/03/04,0.000739621941471043,0.013620674740484427,-0.0022973680198208517,-0.006197259816207183,0.00040709334418367665,0.009351165914594253,-0.00022973680198208518,0.0025772982296974715
2016/03/11,0.0010516700660725535,-0.007004248366013073,0,0,0.0004562076826595079,0.008650741077992945,-0.00022973680198208518,0.00395842993873702
2016/03/18,0.0011199718973623014,0.0188975,0,0,0.0005184264270052053,0.010540491077992944,-0.00022973680198208518,0.0019291673872966896
2016/03/25,0.0003852318264623524,0,-0.0017392592592592598,0,0.0005301622604126823,0.010540491077992944,-0.00040366272790801115,0.0011024957896635535
2016/04/01,0.0003675157573773177,0.033877864077669906,0,0,0.0005148316828679356,0.013928277485759935,-0.00040366272790801115,-0.0009412194881142245
2016/04/08,0.0004842895985484247,-0.009785686274509797,0,0.01036355400696864,0.0005479996643916265,0.008465703010355739,-0.00040366272790801115,0.0004166294190761457
2016/04/15,9.028677702906137e-05,0.02859012345679012,0,0.023222380952380956,0.0005235899133480596,0.011324715356034751,-0.00040366272790801115,0.0027388675143142412
2016/04/22,0.00016007903182039678,0,0,0.004636676554196018,0.0005185147895918215,0.011324715356034751,-0.00040366272790801115,0.003202535169733843
2016/04/29,0.00024508130706718024,0.023755522682445757,0.018642916666666662,0.010869221209610607,0.0005277832411928053,0.010195175031686734,0.001460628938758655,0.004289457290694904
2016/05/06,0.0001374793214165909,0.022364946236559144,0.019295889404852166,0.014987483812483812,0.0004781227524627221,0.012431669655342648,0.0033902178792438718,0.005788205671943285
2016/05/13,0.00021521502763792148,0.0064268256333830116,0,0.01251375804375804,0.00042568206107941,0.011712284744632507,0.0036199546812259566,0.0076593074579398065
2016/05/20,0.0005382615025380809,0,0,0,0.0003743412047259628,0.012412709581233814,0.0036199546812259566,0.0076593074579398065
2016/05/27,0.00021113242567379826,0.026641696688968947,0,0.005832498019017432,0.0002834572575571125,0.013187129250130708,0.0036199546812259566,0.00824255725984155
2016/06/03,-0.00018857195741944427,0.02236934460887949,0,0.030345831721470016,0.0002260768791689328,0.015424063711018657,0.0037938806071518825,0.01127714043198855
2016/06/10,0.00020780069315524092,0,0,0.005844573716037815,0.00021010537274672512,0.012036277303251667,0.0037938806071518825,0.011861597803592333
2016/06/17,0.00017217068660878025,0.01692919862470246,0,0.02754081081081081,0.00017889348155276068,0.014707765793172895,0.0037938806071518825,0.013579323483976552
2016/06/24,0.00035204332900404766,0,-0.0032794335850282134,0,0.00020506913675025928,0.01184875344749388,0.003465937248649061,0.011257085388738455
2016/07/01,0.0002055639039802721,0,0,0,0.00020961762396624683,0.01184875344749388,0.003465937248649061,0.010793417733318853
2016/07/08,0.0003339367408829765,0,0,0.057328250000000004,0.00021850316734782645,0.009473201179249305,0.001601645581982395,0.015439320612357792
2016/07/15,0.0005002802174640874,0.014155401234567898,0.0037295454545454546,0.03487931439629554,0.00025478325695257615,0.008652246679050183,4.501118695172412e-05,0.017428503670738966
2016/07/22,0.0003510530102739953,0.0380802564102564,0.03414784313725489,0.0052640548029556635,0.0002683670552161835,0.011817589756737518,0.003459795500677213,0.01670353334665873
2016/07/29,0.00027074406176570904,0.0017711792452830219,0,0.017355369989722504,0.00024161531113894635,0.01199470768126582,0.003459795500677213,0.018439070345630977
2016/08/05,0.0006591084377820386,0.025569270833333338,0,-0.007855879180151024,0.0002864129123497704,0.011887465095702262,0.003459795500677213,0.017070232625714134
2016/08/12,0.0004329229887787294,-0.01594510582010582,0,0.012272024983563447,0.00034856240696958776,0.00805602005280373,0.003459795500677213,0.015262851951923478
2016/08/19,0.0005079598793855365,0,0.03687361684558217,0.004745076818606229,0.0003785783255926173,0.00805602005280373,0.007147157185235431,0.015152902262180318
2016/08/26,-6.313962317274491e-05,0,-0.03761479797979798,-0.0021417389589905365,0.0003550472946144648,0.006363100190333483,0.003385677387255633,0.012184647285200183
2016/09/02,0.0006938009718994297,0,0,0.001736104441776711,0.00038922305890400305,0.006363100190333483,0.003713620745758455,0.012358257729377854
2016/09/09,0.0002604920550176949,0.004332531120331952,0,-0.00336403361344538,0.00039471587400774526,0.006796353302366678,0.003713620745758455,0.012021854368033316
2016/09/16,0.000275622143529021,0,0,0.029285301204819286,0.00038888441427234975,0.006796353302366678,0.003713620745758455,0.009217559488515246
2016/09/23,0.000238474535330984,0.006441724537037035,0.013491030927835051,0.0010551732838365998,0.00036270384605903937,0.006024985632613593,0.0046897692930874145,0.005835145377269349
2016/09/30,0.0002200107866825015,0.0016165124555160143,-0.022497553342816497,0.000965625916153621,0.00034959962369988994,0.0023786112371395537,-0.0009747703549197251,0.005405302488589146
2016/10/07,0.0002033814623210898,0.013123400594732378,0,0.007473047205118922,0.00034286336375542807,0.003513833372084489,-0.0009747703549197251,0.004417070210128787
2016/10/14,0.00014471564136797838,0.012011777777777774,0.011245365079365079,0.0037784156799559043,0.00029142408411402204,0.002158084066528933,0.00014976615301678272,0.00558049969613948
2016/10/21,0.00019587775311186758,0.027056143856143848,0,0.007741178207192698,0.00026771956054733585,0.0064582090341539,0.00014976615301678272,0.005127415018502406
2016/10/28,0.00020156107833781546,0.013648913043478263,-0.007294217687074828,0,0.00023707968044256377,0.007823100338501726,-0.004267017300248917,0.004652907336641782
2016/11/04,-4.463653605101095e-05,0.00045492884839814775,-0.0005598274209012461,0.0360993670886076,0.00023892998915473712,0.007868593223341542,-0.0005615202443592441,0.008477017941401595
2016/11/11,0.0003617591745832911,0.0008537866982484571,0.0033426105006105003,0.03657111309170132,0.00020572580942312328,0.007953971893166387,-0.00022725919429819407,0.011960518806394057
2016/11/18,6.442046582182477e-05,0.002560624502566073,0.0016933069381598795,0.027067800252844505,0.0001861186505035363,0.0077767812313898,-5.7928500482206126e-05,0.015003702193023044
2016/11/25,4.952593906428591e-05,0.0016731807303807305,0.01792242424242424,0.002904027556968735,0.00016350903005706276,0.007944099304427871,0.0017343139237602178,0.012365574828237993
2016/12/02,0.000383017052939742,0.002829852366623998,0.004623281973721523,0.026591098484848488,0.00017796328181793856,0.007582912087386567,0.0008475390283488648,0.01491916734833918
2016/12/09,0.0002707048965803362,0.0018588941091960429,-0.00018924747784648723,0.0009671110700551938,0.00018303269280772202,0.00760715025275457,0.0030783696148458657,0.014919315863729337
2016/12/16,0.0002495548596497481,0.005623609108387407,0.011531568144499179,-0.0038051578947368415,0.00018765003254058783,0.006857171104120074,0.004231526429295784,0.01379149535374376
2016/12/23,0.0007944068391141151,0.01627549275362318,-0.008652155797101446,0,0.0002526191523152015,0.0072835426017046154,0.0022417743416491315,0.013413653785748169
2016/12/30,0.000280682427495856,0.01868390258390258,0.04122976017441861,0,0.00026109961975360037,0.006446318474480489,0.006364750359090993,0.012639535965028901
2017/01/06,0.0003028870577110466,0.010543801652892563,0.017870327034883723,0.009788851095993955,0.00027123221769092344,0.006135807335421918,0.008881204831286847,0.013618421074628295
2017/01/13,0.0004099994410949974,0.001312337426102774,0.0054110849365266315,-0.008714114077669902,0.0003166958154055243,0.006221548193192381,0.009478296067029636,0.009137072958000545
2017/01/20,0.0002704534184972939,0.0011116628469569655,0.0012230315215981324,0.007365047879616961,0.00030756523979692465,0.0062473358080632315,0.0092663381691284,0.006216466436792108
2017/01/27,0.000203582891644909,0.0008403926457742847,0.0008370132155931928,0.019387811340752514,0.00032148148237923305,0.0060753126223840525,0.009180708796871731,0.005448467545582911
2017/02/03,-9.317401684914187e-05,0.0015986884596636605,0.002394177851320708,0.008091315789473683,0.0003072114867878902,0.006067863395312346,0.0076278841577613775,0.005967196368833406
2017/02/10,0.0003050374012209866,0.008660740058910163,0.00409867659222498,0.0025532401912298046,0.0002994135216160147,0.006650952164540963,0.0075754236196117234,0.0035634105394715372
2017/02/17,0.0003597032469111247,0.00802538079204746,0.0011132796449995898,0.012349155109198146,0.00030831335664909356,0.007267600832826103,0.0077056763318963314,0.004701614943385833
2017/02/24,0.00023267131081624473,-0.013317678571428572,0.00241447267482893,0.0027617154546047363,0.0003066250017657432,0.005373472064844506,0.006793966784929305,0.00535830227831999
2017/03/03,0.0002617589895154677,0.03205011645962733,-0.015924722427831235,0.0035183918128654985,0.0002533602168058785,0.006950934435444922,0.006066710121856327,0.0057101414596065405
2017/03/10,0.00037593759029061073,0.022755743740795285,0.03626438814783573,0.021874705882352945,0.00026288573308535395,0.007358118551134192,0.005570172919198038,0.007897612047841835
2017/03/17,0.0003383204931353322,0.00848212962962963,0.00029842857142857123,0.0031921491474611193,0.0002664290766277825,0.0071519513488078985,0.0038129830728525238,0.00723794185298855
2017/03/24,4.5428584085972384e-05,0.00010343750000000024,0.01877290322580645,0.005801577086280057,0.00022997199092688,0.007031061356197621,0.005149164901780506,0.008689510969383547
2017/03/31,0.00035004468281825223,0.0002925000000000001,0,0.001813368341946808,0.00023793111735897587,0.0069491450715019245,0.005026861749620692,0.008134343015616531
2017/04/07,0.00029639160419790104,0.060504172876304024,0.005929918330308529,-0.0006023554550025151,0.000247211988614275,0.012915523094554899,0.005536152261092226,0.006135326336041028
2017/04/14,0.00019208736792674335,0.007102334267040149,-0.023468323863636363,-0.016412708719851572,0.0002757381270918636,0.013465887675292549,0.0029499020895965185,0.0036849238851085022
2017/04/21,0.0001995186910685086,0.013666184834123225,0.015257408536585368,0.010141311393667418,0.00026518625607661574,0.013966432152813851,0.004065775284032557,0.004443731005352264
2017/04/28,0.00018242322734829576,0.004195117370892018,0.008060960710814939,0.006241675728577642,0.00024745825412033284,0.013583405810698307,0.004760543390614092,0.003832983067290214
2017/05/05,0.00034988788998035385,0,0.005936642857142858,-0.011838186274509804,0.00025917991203674377,0.014915173667841165,0.005112760408845484,0.0023729928943787603
2017/05/12,0.0001535852604501608,0.02360542521994135,0,0.000582659778713194,0.0002483625391302131,0.01407070454387257,0.006705232651628609,0.0020794196909635293
2017/05/19,-4.1671164517878766e-05,-0.0197138947740113,0,0.005993185964912281,0.00020660166364936416,0.009823740692391912,0.003078793836845036,0.0004912676992194627
2017/05/26,4.629040818642667e-05,0.0014324998794119361,0.00013000540391625007,0,0.00017739865515447358,0.009118777717370142,0.0030619515200938034,0.00017205278447335082
2017/06/02,0.0003359903751527872,0.002658050963411297,-0.0013035144394687997,0.004423747021368022,0.00020645483426115504,0.009374239063711272,0.0010543097535662782,3.426977798214733e-05
2017/06/09,0.0002945747187833846,0.01856537396121884,0.002093180616740088,0.006043975170399219,0.00020090783785766832,0.011201526459833156,0.001263627815240287,0.00045733046082738855
2017/06/16,0.00036635048214109987,0,-0.006189416666666669,0.010022951176983435,0.00020790372565198818,0.005151109172202751,5.169431554276722e-05,0.0015198611240259834
2017/06/23,0.00019465320156811518,0.014278344716753714,-0.0037113707630282216,0.02847310606060606,0.0002081603090161254,0.005868710217174109,0.002027389625603581,0.006008442602071747
2017/06/30,0.00010063146583498713,0.005195948827292111,-0.015428979591836733,-0.011230018518518516,0.0001982715864927732,0.005021686616490996,-0.0010412491872386288,0.0038713096108531535
2017/07/07,0.00016761525415147835,0.0028555654761904755,-0.03934343434343434,0.004590818548387097,0.00019679078917309148,0.004887731427020842,-0.005781688692663557,0.0037062238928340986
2017/07/14,0.00025996782642932656,-0.007742444933920706,0.011973922708618334,0.01015349317782936,0.00018779878281798874,0.004113486933628771,-0.00517796070751601,0.0059053918380680154
2017/07/21,0.00012250414989991546,0.0075581189281520205,0.006439935404198726,0.013518196537235579,0.0001846906717629642,0.002508756304449839,-0.004533967167096137,0.0071989455139202544
2017/07/28,0.00014170182732656724,0.012810598611914404,0,0.01709370982552801,0.00020302797094740884,0.005761205643042409,-0.004533967167096137,0.008308997899981827
2017/08/04,7.640931941901014e-05,0.006853805309734518,-2.8269794721407765e-05,0,0.0002060398620706672,0.0063033361860746675,-0.004549794686959903,0.008308997899981827
2017/08/11,0.0001210771750305997,0.0007684790733222544,-0.01583368227731864,-0.0040903590040532725,0.0001845485420584484,0.006114378997065763,-0.006002811470744887,0.007457587297439697
2017/08/18,-9.315665392358652e-05,0.02008612658227848,0,0.006478761021166782,0.00014577540478775128,0.006266454259171728,-0.006212129532418895,0.007501065882516453
2017/08/25,0.0001024928595187938,-0.009716054524801208,0,0.0063853046594982065,0.0001193896425255207,0.005294848806691607,-0.005593187865752228,0.0071373012307679295
2017/09/01,0.0001787534503839194,0.02148457516339869,-0.014262803921568624,0.007078607871720117,0.00011779966740710114,0.006015471851356103,-0.006648331181606268,0.004997851411879336
2017/09/08,0.00012404656491813083,0.011261688311688311,0,0.003467538050424072,0.0001201411773154155,0.0066220457997957245,-0.0051054332224225955,0.0064676070687735955
2017/09/15,-7.779377050185487e-05,0.036020104166666664,0,0,9.560027485008217e-05,0.009938499668843342,-0.0011710897880791611,0.006008525213934886
2017/09/22,0.0001858902964451701,-0.006601119894598155,0,0.00854182655826558,8.819252185166653e-05,0.010052632172775596,-0.0023684820589409948,0.005847358551978508
2017/09/29,0.00012331809223312072,0.020890862944162446,0.03208026315789473,0.0012811830382968878,8.827391608498707e-05,0.011385906574376641,0.0001955507164286059,0.004623657202084639
2017/10/06,0.00037429560349667166,0.007856528497409324,0,-0.010022606728866271,0.00011153329370199751,0.010890499562926132,0.0001955507164286059,0.0019120255466452101
2017/10/13,0,0,0,0,0.00010389236176009649,0.010205119031952682,0.00019837769590074668,0.0019120255466452101
2017/10/20,0,0,0,0,9.178464425703651e-05,0.010128271124620458,0.0017817459236326104,0.0023210614470505373
2017/10/27,-0.00016812600989593365,-0.002468684732319896,-0.00838550724637681,-0.001580176719170189,8.42877086598018e-05,0.007872789993160618,0.0009431951989949296,0.0015151676730168402
2017/11/03,0,0,0,0,7.403842270792241e-05,0.00884439544564074,0.0009431951989949296,0.0008766372070670197
2017/11/10,0.007982889501071318,0,0,0,0.0008544520277766622,0.006695937929300869,0.0023694755911517922,0.00016877641989500804
2017/11/17,0.0006957019171304888,0,0,0,0.0009116175629978981,0.005569769098132038,0.0023694755911517922,-0.00017797738514739917
2017/11/24,-0.002295374756199499,0,0,0,0.0006898594644281337,0.0019677586814653716,0.0023694755911517922,-0.00017797738514739917
2017/12/01,0,0,0,0,0.0006712704347836167,0.002627870670925187,0.0023694755911517922,-0.0010321600409739571
2017/12/08,0,0,0,0,0.0006589386255603047,0.0005387843765089428,-0.000838550724637681,-0.001160278344803646
2017/12/15,0.006733102852203976,0,0,0,0.001294819350431035,-0.00024686847323198964,-0.000838550724637681,-0.00015801767191701892
2017/12/22,0.00016194387255083283,0,0.016721739130434784,-0.0007838579152791197,0.0013110137376861183,-0.00024686847323198964,0.0008336231884057974,-0.00023640346344493086
2017/12/29,0.0013149918877898162,0,0,0,0.0014425129264651001,-0.00024686847323198964,0.0008336231884057974,-0.00023640346344493086
2018/01/05,0.0011470571300620555,0,0,0,0.0015740312404608988,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/01/12,0.0010058375084934326,0,0,0,0.0016746149913102423,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/01/19,0,0,0,0,0.0008763260412031103,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/01/26,0.00801490978157645,0,0,0,0.0016082468276477067,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/02/02,0,0,0,0,0.001837784303267656,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/02/09,0,0,0,0,0.001837784303267656,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/02/16,0.0001533963781654721,0,0,0,0.0018531239410842031,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/02/23,4.7883592193733025e-05,0,0,0,0.0011846020150831792,0.0,0.0016721739130434784,-7.838579152791197e-05
2018/03/02,0,0,0,0,0.001168407627828096,0.0,0.0,0.0
2018/03/09,0,0,0,0,0.0010369084390491144,0.0,0.0,0.0
2018/03/16,0.0018238328508772517,0,0,0.020341059866826234,0.0011045860111306338,0.0,0.0,0.0020341059866826232
2018/03/23,0,0,0,0,0.0010040022602812906,0.0,0.0,0.0020341059866826232
2018/03/30,0.016782476190476184,0,0,0,0.002682249879328909,0.0,0.0,0.0020341059866826232
